"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 10:00","2021","01","07","10:00","-2.7","","-5.5","","81","","0.0","","32","","22","","16.1","","100.85","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 11:00","2021","01","07","11:00","-2.4","","-5.1","","82","","0.0","","32","","21","","16.1","","100.85","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 12:00","2021","01","07","12:00","-1.1","","-4.5","","78","","0.0","","33","","21","","16.1","","100.77","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 13:00","2021","01","07","13:00","-0.7","","-4.4","","76","","0.0","","33","","30","","16.1","","100.71","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 14:00","2021","01","07","14:00","-0.6","","-4.5","","75","","0.0","","33","","22","","16.1","","100.69","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 15:00","2021","01","07","15:00","-0.8","","-4.7","","75","","0.0","","31","","21","","16.1","","100.70","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 16:00","2021","01","07","16:00","-0.8","","-4.7","","75","","0.0","","33","","22","","16.1","","100.70","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 17:00","2021","01","07","17:00","-1.2","","-4.7","","77","","0.0","","32","","30","","16.1","","100.70","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 18:00","2021","01","07","18:00","-1.2","","-4.7","","77","","0.0","","32","","28","","16.1","","100.72","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 19:00","2021","01","07","19:00","-1.0","","-4.5","","77","","0.0","","32","","24","","16.1","","100.74","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 20:00","2021","01","07","20:00","-1.0","","-4.6","","77","","0.0","","31","","26","","16.1","","100.74","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 21:00","2021","01","07","21:00","-1.3","","-4.5","","79","","0.0","","31","","30","","16.1","","100.70","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 22:00","2021","01","07","22:00","-1.2","","-5.1","","75","","0.0","","31","","18","","16.1","","100.66","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-07 23:00","2021","01","07","23:00","-1.3","","-5.0","","76","","0.0","","30","","17","","16.1","","100.64","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 00:00","2021","01","08","00:00","-1.5","","-5.4","","75","","0.0","","31","","26","","16.1","","100.57","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 01:00","2021","01","08","01:00","-1.8","","-5.5","","76","","0.0","","32","","28","","16.1","","100.55","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 02:00","2021","01","08","02:00","-2.2","","-6.0","","75","","0.0","","31","","17","","16.1","","100.53","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 03:00","2021","01","08","03:00","-2.7","","-6.7","","74","","0.0","","31","","26","","16.1","","100.56","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 04:00","2021","01","08","04:00","-3.0","","-7.0","","74","","0.0","","31","","15","","16.1","","100.58","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 05:00","2021","01","08","05:00","-3.4","","-7.4","","74","","0.0","","30","","18","","16.1","","100.55","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 06:00","2021","01","08","06:00","-4.0","","-8.2","","73","","0.0","","32","","30","","16.1","","100.54","","","","-12","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 07:00","2021","01","08","07:00","-4.3","","-8.4","","73","","0.0","","33","","26","","16.1","","100.54","","","","-12","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 08:00","2021","01","08","08:00","-4.6","","-8.6","","74","","0.0","","33","","32","","16.1","","100.54","","","","-13","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 09:00","2021","01","08","09:00","-4.7","","-8.7","","74","","0.0","","32","","18","","16.1","","100.59","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 10:00","2021","01","08","10:00","-4.6","","-9.1","","71","","0.0","","33","","39","","16.1","","100.59","","","","-13","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 11:00","2021","01","08","11:00","-4.3","","-8.6","","72","","0.0","","31","","18","","16.1","","100.53","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 12:00","2021","01","08","12:00","-3.8","","-9.3","","66","","0.0","","31","","26","","16.1","","100.43","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 13:00","2021","01","08","13:00","-3.5","","-9.4","","64","","0.0","","29","","18","","16.1","","100.36","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 14:00","2021","01","08","14:00","-3.3","","-9.9","","61","","0.0","","31","","21","","16.1","","100.30","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 15:00","2021","01","08","15:00","-3.4","","-9.7","","62","","0.0","","31","","18","","16.1","","100.32","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 16:00","2021","01","08","16:00","-3.6","","-9.9","","62","","0.0","","31","","21","","16.1","","100.35","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 17:00","2021","01","08","17:00","-4.0","","-8.9","","69","","0.0","","28","","9","","16.1","","100.41","","","","-8","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 18:00","2021","01","08","18:00","-4.2","","-8.9","","70","","0.0","","28","","13","","16.1","","100.41","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 19:00","2021","01","08","19:00","-4.6","","-7.7","","79","","0.0","","29","","15","","16.1","","100.46","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 20:00","2021","01","08","20:00","-5.0","","-7.6","","82","","0.0","","27","","13","","16.1","","100.46","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 21:00","2021","01","08","21:00","-5.1","","-8.2","","79","","0.0","","29","","11","","16.1","","100.45","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 22:00","2021","01","08","22:00","-5.2","","-7.7","","83","","0.0","","29","","9","","16.1","","100.41","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-08 23:00","2021","01","08","23:00","-5.2","","-6.8","","89","","0.0","","28","","11","","9.7","","100.42","","","","-10","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 00:00","2021","01","09","00:00","-5.2","","-6.9","","88","","0.0","","25","","8","","16.1","","100.40","","","","-9","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 01:00","2021","01","09","01:00","-5.3","","-7.0","","88","","0.0","","27","","8","","16.1","","100.40","","","","-9","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 02:00","2021","01","09","02:00","-5.1","","-6.8","","88","","0.0","","28","","5","","16.1","","100.40","","","","-7","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 03:00","2021","01","09","03:00","-5.2","","-6.7","","89","","0.0","","29","","8","","12.9","","100.42","","","","-9","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 04:00","2021","01","09","04:00","-6.0","","-7.0","","93","","0.0","","","M","4","","16.1","","100.44","","","","-8","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 05:00","2021","01","09","05:00","-6.7","","-7.7","","92","","0.0","","22","","8","","16.1","","100.46","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 06:00","2021","01","09","06:00","-6.8","","-8.0","","91","","0.0","","24","","5","","16.1","","100.48","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 07:00","2021","01","09","07:00","-5.5","","-7.2","","88","","0.0","","26","","5","","16.1","","100.49","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 08:00","2021","01","09","08:00","-4.9","","-7.2","","84","","0.0","","29","","9","","16.1","","100.55","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 09:00","2021","01","09","09:00","-4.5","","-7.0","","83","","0.0","","31","","5","","16.1","","100.63","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 10:00","2021","01","09","10:00","-3.7","","-6.8","","79","","0.0","","28","","5","","16.1","","100.67","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 11:00","2021","01","09","11:00","-2.7","","-6.4","","76","","0.0","","30","","8","","16.1","","100.66","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 12:00","2021","01","09","12:00","-1.7","","-5.7","","75","","0.0","","32","","9","","16.1","","100.63","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 13:00","2021","01","09","13:00","-1.0","","-5.1","","74","","0.0","","33","","13","","16.1","","100.54","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 14:00","2021","01","09","14:00","-0.6","","-4.3","","76","","0.2","","32","","15","","16.1","","100.49","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 15:00","2021","01","09","15:00","-0.2","","-3.9","","76","","0.0","","35","","17","","16.1","","100.52","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 16:00","2021","01","09","16:00","-0.4","","-3.9","","77","","0.2","","34","","18","","16.1","","100.61","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 17:00","2021","01","09","17:00","-0.4","","-3.8","","78","","0.0","","33","","11","","16.1","","100.64","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 18:00","2021","01","09","18:00","-0.5","","-4.1","","77","","0.0","","33","","11","","16.1","","100.65","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 19:00","2021","01","09","19:00","-0.7","","-3.7","","80","","0.0","","32","","13","","16.1","","100.66","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 20:00","2021","01","09","20:00","-0.5","","-3.5","","80","","0.0","","35","","17","","16.1","","100.71","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 21:00","2021","01","09","21:00","-0.6","","-3.8","","79","","0.0","","33","","13","","16.1","","100.74","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 22:00","2021","01","09","22:00","-0.6","","-3.8","","79","","0.0","","32","","15","","16.1","","100.75","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-09 23:00","2021","01","09","23:00","-0.8","","-4.0","","79","","0.0","","32","","21","","16.1","","100.74","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 00:00","2021","01","10","00:00","-1.6","","-4.6","","80","","0.0","","33","","15","","16.1","","100.74","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 01:00","2021","01","10","01:00","-1.8","","-4.6","","81","","0.0","","32","","18","","16.1","","100.76","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 02:00","2021","01","10","02:00","-1.8","","-4.8","","80","","0.0","","32","","15","","16.1","","100.81","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 03:00","2021","01","10","03:00","-1.6","","-5.1","","77","","0.0","","32","","18","","16.1","","100.87","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 04:00","2021","01","10","04:00","-2.4","","-5.9","","77","","0.0","","32","","18","","16.1","","100.90","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 05:00","2021","01","10","05:00","-2.9","","-6.7","","75","","0.0","","33","","18","","16.1","","100.95","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 06:00","2021","01","10","06:00","-4.1","","-8.3","","73","","0.0","","32","","21","","16.1","","101.00","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 07:00","2021","01","10","07:00","-5.1","","-9.0","","74","","0.0","","32","","18","","16.1","","101.12","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 08:00","2021","01","10","08:00","-5.8","","-9.1","","77","","0.0","","30","","8","","16.1","","101.22","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 09:00","2021","01","10","09:00","-8.3","","-9.7","","90","","0.0","","24","","8","","16.1","","101.29","","","","-12","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 10:00","2021","01","10","10:00","-4.9","","-9.0","","73","","0.0","","","M","4","","16.1","","101.38","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 11:00","2021","01","10","11:00","-3.2","","-8.3","","68","","0.0","","32","","13","","16.1","","101.45","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 12:00","2021","01","10","12:00","-1.3","","-7.5","","63","","0.0","","34","","11","","16.1","","101.41","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 13:00","2021","01","10","13:00","-0.1","","-8.1","","55","","0.0","","31","","15","","16.1","","101.35","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 14:00","2021","01","10","14:00","1.0","","-8.1","","51","","0.0","","31","","17","","16.1","","101.36","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 15:00","2021","01","10","15:00","1.1","","-8.2","","50","","0.2","","30","","17","","16.1","","101.43","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 16:00","2021","01","10","16:00","0.4","","-8.1","","53","","0.0","","33","","18","","16.1","","101.50","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 17:00","2021","01","10","17:00","-1.1","","-8.1","","59","","0.0","","31","","11","","16.1","","101.60","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 18:00","2021","01","10","18:00","-2.6","","-7.9","","67","","0.0","","29","","11","","16.1","","101.66","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 19:00","2021","01","10","19:00","-3.4","","-8.7","","67","","0.0","","29","","8","","16.1","","101.73","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 20:00","2021","01","10","20:00","-4.1","","-9.4","","67","","0.0","","29","","8","","16.1","","101.76","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 21:00","2021","01","10","21:00","-7.3","","-10.3","","79","","0.0","","23","","5","","16.1","","101.81","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 22:00","2021","01","10","22:00","-8.0","","-11.4","","77","","0.0","","23","","8","","16.1","","101.82","","","","-12","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-10 23:00","2021","01","10","23:00","-9.5","","-10.9","","90","","0.0","","21","","9","","16.1","","101.85","","","","-14","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 00:00","2021","01","11","00:00","-9.8","","-11.3","","89","","0.0","","20","","9","","16.1","","101.87","","","","-15","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 01:00","2021","01","11","01:00","-10.4","","-11.6","","91","","0.0","","21","","9","","16.1","","101.91","","","","-15","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 02:00","2021","01","11","02:00","-13.0","","-14.2","","91","","0.0","","22","","11","","16.1","","101.96","","","","-19","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 03:00","2021","01","11","03:00","-11.3","","-12.5","","91","","0.0","","22","","9","","16.1","","102.03","","","","-16","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 04:00","2021","01","11","04:00","-12.3","","-13.5","","91","","0.0","","20","","11","","16.1","","102.01","","","","-18","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 05:00","2021","01","11","05:00","-12.4","","-13.6","","91","","0.0","","21","","11","","16.1","","102.01","","","","-18","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 06:00","2021","01","11","06:00","-12.4","","-13.6","","91","","0.0","","22","","11","","16.1","","102.03","","","","-18","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 07:00","2021","01","11","07:00","-15.5","","-17.3","","86","","0.0","","20","","11","","16.1","","102.06","","","","-22","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 08:00","2021","01","11","08:00","-13.5","","-14.8","","90","","0.0","","23","","8","","16.1","","102.09","","","","-19","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 09:00","2021","01","11","09:00","-13.1","","-14.4","","90","","0.0","","21","","13","","16.1","","102.11","","","","-20","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 10:00","2021","01","11","10:00","-10.4","","-11.9","","89","","0.0","","20","","9","","16.1","","102.16","","","","-15","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 11:00","2021","01","11","11:00","-6.7","","-10.0","","78","","0.0","","19","","8","","16.1","","102.15","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 12:00","2021","01","11","12:00","-2.6","","-10.5","","55","","0.0","","25","","9","","16.1","","102.01","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 13:00","2021","01","11","13:00","-1.3","","-10.6","","50","","0.0","","23","","8","","16.1","","101.91","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 14:00","2021","01","11","14:00","-0.8","","-11.2","","46","","0.0","","23","","21","","16.1","","101.87","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 15:00","2021","01","11","15:00","-0.6","","-11.1","","45","","0.0","","27","","11","","16.1","","101.87","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 16:00","2021","01","11","16:00","-1.1","","-11.1","","47","","0.0","","25","","9","","16.1","","101.82","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 17:00","2021","01","11","17:00","-1.7","","-10.5","","51","","0.0","","29","","5","","16.1","","101.83","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 18:00","2021","01","11","18:00","-2.2","","-10.2","","54","","0.0","","28","","4","","16.1","","101.83","","","","-4","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 19:00","2021","01","11","19:00","-3.4","","-9.3","","64","","0.0","","26","","4","","16.1","","101.81","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 20:00","2021","01","11","20:00","-3.6","","-9.1","","66","","0.0","","23","","5","","16.1","","101.82","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 21:00","2021","01","11","21:00","-3.6","","-8.9","","67","","0.0","","20","","4","","16.1","","101.78","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 22:00","2021","01","11","22:00","-4.0","","-7.6","","76","","0.0","","20","","4","","16.1","","101.75","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-11 23:00","2021","01","11","23:00","-4.2","","-7.3","","79","","0.0","","","","0","","16.1","","101.69","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 00:00","2021","01","12","00:00","-4.9","","-7.9","","80","","0.0","","","","0","","16.1","","101.63","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 01:00","2021","01","12","01:00","-5.8","","-8.3","","83","","0.0","","","","0","","16.1","","101.56","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 02:00","2021","01","12","02:00","-7.6","","-8.7","","92","","0.0","","20","","4","","16.1","","101.52","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 03:00","2021","01","12","03:00","-7.3","","-8.8","","89","","0.0","","","","0","","16.1","","101.52","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 04:00","2021","01","12","04:00","-7.6","","-9.0","","90","","0.0","","","","0","","16.1","","101.48","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 05:00","2021","01","12","05:00","-8.7","","-9.5","","94","","0.0","","","","0","","16.1","","101.43","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 06:00","2021","01","12","06:00","-9.0","","-9.9","","93","","0.0","","22","","4","","16.1","","101.39","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 07:00","2021","01","12","07:00","-8.4","","-9.8","","90","","0.0","","19","","4","","16.1","","101.38","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 08:00","2021","01","12","08:00","-8.1","","-9.5","","90","","0.0","","22","","5","","16.1","","101.37","","","","-11","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 09:00","2021","01","12","09:00","-7.7","","-9.1","","90","","0.0","","20","","9","","4.8","","101.40","","","","-12","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 10:00","2021","01","12","10:00","-6.2","","-7.7","","89","","0.0","","22","","5","","6.4","","101.40","","","","-9","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 11:00","2021","01","12","11:00","-4.2","","-5.6","","90","","0.0","","20","","5","","4.8","","101.39","","","","-6","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 12:00","2021","01","12","12:00","-2.9","","-4.3","","90","","0.0","","","M","4","","4.8","","101.29","","","","-4","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 13:00","2021","01","12","13:00","-2.3","","-3.9","","89","","0.2","","","","0","","16.1","","101.22","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 14:00","2021","01","12","14:00","-0.9","","-4.4","","77","","0.0","","31","","15","","16.1","","101.23","","","","-6","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 15:00","2021","01","12","15:00","0.1","","-4.7","","70","","0.0","","27","","9","","16.1","","101.21","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 16:00","2021","01","12","16:00","-0.4","","-5.2","","70","","0.0","","27","","13","","16.1","","101.25","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 17:00","2021","01","12","17:00","-1.6","","-5.6","","74","","0.0","","26","","8","","16.1","","101.28","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 18:00","2021","01","12","18:00","-3.3","","-6.1","","81","","0.0","","","M","4","","16.1","","101.30","","","","-5","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 19:00","2021","01","12","19:00","-4.0","","-5.7","","88","","0.0","","29","","8","","16.1","","101.33","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 20:00","2021","01","12","20:00","-5.9","","-6.4","","96","","0.0","","","M","4","","16.1","","101.37","","","","-8","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 21:00","2021","01","12","21:00","-7.2","","-7.7","","96","","0.0","","","","0","","16.1","","101.41","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 22:00","2021","01","12","22:00","-7.9","","-8.4","","96","","0.0","","","M","4","","16.1","","101.35","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-12 23:00","2021","01","12","23:00","-8.2","","-8.6","","97","","0.0","","21","","9","","16.1","","101.34","","","","-13","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 00:00","2021","01","13","00:00","-9.4","","-10.0","","96","","0.0","","","","0","","16.1","","101.35","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 01:00","2021","01","13","01:00","-8.6","","-9.3","","95","","0.0","","","","0","","16.1","","101.30","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 02:00","2021","01","13","02:00","-8.4","","-9.2","","94","","0.0","","20","","8","","16.1","","101.31","","","","-13","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 03:00","2021","01","13","03:00","-7.4","","-8.1","","95","","0.0","","","M","4","","16.1","","101.30","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 04:00","2021","01","13","04:00","-7.3","","-8.0","","95","","0.0","","","","0","","16.1","","101.28","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 05:00","2021","01","13","05:00","-7.1","","-7.8","","95","","0.0","","","","0","","16.1","","101.26","","","","","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 06:00","2021","01","13","06:00","-6.8","","-7.5","","95","","0.0","","20","","4","","16.1","","101.27","","","","-9","","Snow"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 07:00","2021","01","13","07:00","-6.9","","-7.6","","95","","0.0","","","M","4","","16.1","","101.29","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 08:00","2021","01","13","08:00","-7.1","","-7.8","","95","","0.0","","23","","5","","16.1","","101.29","","","","-10","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 09:00","2021","01","13","09:00","-6.7","","-7.4","","95","","0.0","","22","","4","","16.1","","101.32","","","","-9","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 10:00","2021","01","13","10:00","-5.3","","-6.1","","94","","0.0","","21","","4","","16.1","","101.33","","","","-7","","NA"
"-66.54","45.87","FREDERICTON INTL A","8101505","2021-01-13 11:00","2021","01","13","11:00","-3.9","","-5.2","","91","","0.0","","","","0","","16.1","","101.32","","","","","","Snow"
